,event_id_cnty,day,month,year,location,latitude,longitude
167,SYR109204,25,12,2022,Abu Rasin,36.8465,40.3284
168,SYR109205,25,12,2022,Al Ziyarah,36.853,38.0347
169,SYR109206,25,12,2022,Ain al Arab,36.8891,38.3521
170,SYR109207,25,12,2022,Afrin,36.5111,36.8655
171,SYR109208,25,12,2022,Bab Al Salameh,36.632,37.0843
172,SYR109209,25,12,2022,Tabni,35.605,39.8191
173,SYR109210,25,12,2022,Shiheil,35.092,40.4543
174,SYR109211,25,12,2022,Yadudeh,32.6689,36.06
175,SYR109212,25,12,2022,Azaz,36.5849,37.0432
176,TUR28377,25,12,2022,Kayapinar,37.9791,39.9861
177,SYR109194,25,12,2022,Tanab,36.4965,37.0035
178,SYR109049,24,12,2022,Ma'arrat Mukhus,35.6316,36.5231
179,SYR109050,24,12,2022,Regiment 111 Army Base,36.2586,36.8952
180,SYR109053,24,12,2022,Ftireh,35.6097,36.4853
181,SYR109054,24,12,2022,Saraqab,35.8611,36.8061
182,SYR109055,24,12,2022,Kafr Kalbein,36.5554,37.0886
183,SYR109056,24,12,2022,Salhiyeh,34.721,40.755
184,SYR109058,24,12,2022,Sidnaya Military Prison,33.6653,36.329
185,SYR109059,24,12,2022,Ras al-Ain,36.8494,40.0747
186,SYR109065,24,12,2022,Quamishli,37.0447,41.2262
187,SYR109076,24,12,2022,Al-Sirmaniyah,35.7225,36.2781
188,SYR109077,24,12,2022,Ankhel,33.0188,36.1273
189,SYR109090,24,12,2022,Bara,35.686,36.5424
190,SYR109092,24,12,2022,Al Baylouniyeh,36.5113,37.0848
191,SYR109094,24,12,2022,Al Mu'allaq,36.4055,38.8461
192,SYR109095,24,12,2022,Ein Issa,36.3837,38.8628
193,SYR109096,24,12,2022,Jadida,36.4029,38.8318
194,SYR109097,24,12,2022,Kozliyeh,36.6249,40.2253
195,SYR109099,24,12,2022,Saida,36.4024,38.8643
196,SYR109104,24,12,2022,Sheikh Isa,36.4793,37.1467
197,SYR109108,24,12,2022,Tal Al-Laban,36.614,40.2018
198,SYR109109,24,12,2022,Khirbat az Zuwayn,36.3993,37.3756
199,SYR109117,24,12,2022,Sad Al-Shahba,36.4137,37.2854
200,SYR109118,24,12,2022,Tal Madeeq,36.4094,37.2846
201,SYR109119,24,12,2022,Dashishah,36.0436,41.1644
202,SYR109128,24,12,2022,Hweij Dhiab,35.4781,40.0622
203,SYR109132,24,12,2022,Zakiyeh,33.3341,36.1588
204,TUR28381,24,12,2022,Tunceli,39.0992,39.5435
205,SYR109057,24,12,2022,Areesheh,36.2498,40.7617
206,SYR110162,24,12,2022,Kafruhin,35.9736,36.5628
207,SYR109073,24,12,2022,Khuzaymuk,37.0512,41.5821
208,SYR109074,24,12,2022,Tawil,36.8891,41.2997
209,SYR109075,24,12,2022,Sad Al Jarahi,37.0633,41.594
210,SYR109061,23,12,2022,Saraqab,35.8611,36.8061
211,SYR109088,23,12,2022,Abu Zandin,36.3314,37.4613
212,SYR109102,23,12,2022,Sidnaya Military Prison,33.6653,36.329
213,SYR109153,23,12,2022,Tadaf,36.3479,37.5294
214,SYR109298,23,12,2022,Al Sabinah Al Kubra,33.4392,36.2811
215,SYR109355,23,12,2022,Bara,35.686,36.5424
216,SYR109367,23,12,2022,Jarqili Kabir,36.8576,38.0907
217,SYR109368,23,12,2022,Tell Abiad,36.6978,38.9548
218,SYR109369,23,12,2022,Tal Al-Laban,36.614,40.2018
219,SYR109370,23,12,2022,Ein Issa,36.3837,38.8628
220,SYR109371,23,12,2022,Upper Shyookh,36.7858,38.0473
221,SYR109372,23,12,2022,Zur Maghar,36.8346,38.0347
222,SYR109387,23,12,2022,Kharab Nas,36.83,38.5522
223,SYR109388,23,12,2022,Al-Khaldiyah,36.4183,38.8101
224,SYR109389,23,12,2022,Hoshan,36.4841,38.6861
225,SYR109390,23,12,2022,Jayshan,36.8069,38.5552
226,SYR109395,23,12,2022,Busraton,36.2028,36.9104
227,SYR109408,23,12,2022,Zakiyeh,33.3341,36.1588
228,SYR109411,23,12,2022,Jasmi,35.5194,40.6883
229,SYR109412,23,12,2022,Gharb,36.1598,40.6882
230,SYR109413,23,12,2022,Jiah,35.4086,40.164
231,SYR109433,23,12,2022,Homs - Baba Amr,34.7119,36.6921
232,SYR109438,23,12,2022,Zamlah,35.4791,38.8871
233,SYR109442,23,12,2022,Hole Camp,36.3768,41.1333
234,SYR109444,23,12,2022,Quamishli,37.0447,41.2262
235,SYR109446,23,12,2022,Dashishah,36.0436,41.1644
236,SYR109449,23,12,2022,Ma'btali,36.5633,36.7368
237,SYR109467,23,12,2022,Alma,32.7508,36.2407
238,SYR109475,23,12,2022,Shadadah,36.0534,40.7268
239,TUR28365,23,12,2022,Yenisehir,37.9215,40.241
240,SYR109082,22,12,2022,Thiban,35.0114,40.5047
241,SYR109089,22,12,2022,Mare',36.4827,37.1965
242,SYR109101,22,12,2022,Sidnaya Military Prison,33.6653,36.329
243,SYR109125,22,12,2022,Ftireh,35.6097,36.4853
244,SYR109126,22,12,2022,Al Burayj,35.6355,36.5311
245,SYR109144,22,12,2022,Raju,36.677,36.6645
246,SYR109148,22,12,2022,Ma'arrat Mukhus,35.6316,36.5231
247,SYR109150,22,12,2022,Dabiq,36.5369,37.2685
248,SYR109154,22,12,2022,Jneineh,35.3665,40.1196
249,SYR109169,22,12,2022,Afrin,36.5111,36.8655
250,SYR109185,22,12,2022,Al-Rasafah,35.6288,38.7581
251,SYR109268,22,12,2022,Meidan Ekbis,36.8214,36.6782
252,SYR109316,22,12,2022,Sfuhen,35.6073,36.4645
253,SYR109351,22,12,2022,Al Habata,36.2168,36.8871
254,SYR109352,22,12,2022,Bara,35.686,36.5424
255,SYR109353,22,12,2022,Kansafra,35.6599,36.4849
256,SYR109354,22,12,2022,Tadil,36.1647,36.888
257,SYR109356,22,12,2022,Zur Maghar,36.8346,38.0347
258,SYR109366,22,12,2022,Kozliyeh,36.6249,40.2253
259,SYR109384,22,12,2022,Khirbat az Zuwayn,36.3993,37.3756
260,SYR109385,22,12,2022,Sad Al-Shahba,36.4137,37.2854
261,SYR109386,22,12,2022,Tal Madeeq,36.4094,37.2846
262,SYR109437,22,12,2022,Ankhel,33.0188,36.1273
263,SYR109445,22,12,2022,Big Sweidiyeh,35.8964,38.6154
264,SYR109472,22,12,2022,Adwan,32.8212,35.9951
265,SYR109123,21,12,2022,Teftnaz - Military Air Base,35.9732,36.7836
266,SYR109124,21,12,2022,Saraqab,35.8611,36.8061
267,SYR109135,21,12,2022,Azaz,36.5849,37.0432
268,SYR109138,21,12,2022,Hajar Aswad,33.4579,36.303
269,SYR109143,21,12,2022,Afrin,36.5111,36.8655
270,SYR109155,21,12,2022,As-Sanamayn,33.0711,36.1833
271,SYR109272,21,12,2022,Madhba'a,36.8325,40.2388
272,SYR109274,21,12,2022,Aleppo,36.206,37.1524
273,SYR109307,21,12,2022,Hweisis,34.8314,37.6847
274,SYR109311,21,12,2022,Regiment 46 - Military Base,36.1239,36.888
275,SYR109315,21,12,2022,San,35.8414,36.7353
276,SYR109346,21,12,2022,Banin,35.7097,36.6401
277,SYR109347,21,12,2022,Bara,35.686,36.5424
278,SYR109348,21,12,2022,Maaret Al Naasan,36.0351,36.8376
279,SYR109349,21,12,2022,Al Wasta,36.1107,36.8401
280,SYR109350,21,12,2022,Bahfis,36.1838,36.9063
281,SYR109364,21,12,2022,Kozliyeh,36.6249,40.2253
282,SYR109365,21,12,2022,Tal Al-Laban,36.614,40.2018
283,SYR109382,21,12,2022,Menbij,36.5258,37.951
284,SYR109383,21,12,2022,Tokhar,36.6398,37.9812
285,SYR109391,21,12,2022,Al Mu'allaq,36.4055,38.8461
286,SYR109392,21,12,2022,Jadida,36.4029,38.8318
287,SYR109393,21,12,2022,Saida,36.4024,38.8643
288,SYR109394,21,12,2022,Ein Issa,36.3837,38.8628
289,SYR109409,21,12,2022,Breiqa,33.0425,35.8704
290,SYR109471,21,12,2022,Um Eledam,34.7089,36.5227
291,SYR109611,21,12,2022,Kasra,35.567,39.9202
292,TUR28321,21,12,2022,Tuzla,40.8299,29.3048
293,SYR110043,21,12,2022,Hweisis,34.8314,37.6847
294,SYR109052,20,12,2022,Al Ghab Plain,35.5604,36.3442
295,SYR109079,20,12,2022,Sokhneh,34.8832,38.87
296,SYR109081,20,12,2022,Shiheil,35.092,40.4543
297,SYR109122,20,12,2022,Busraton,36.2028,36.9104
298,SYR109308,20,12,2022,Mreiyeh,35.2715,40.2225
299,SYR109313,20,12,2022,Kafruma,35.6353,36.6331
300,SYR109339,20,12,2022,Kafr Taal,36.1542,36.8935
301,SYR109340,20,12,2022,Tadil,36.1647,36.888
302,SYR109341,20,12,2022,Taqad,36.1987,36.8698
303,SYR109342,20,12,2022,Abzemo,36.1655,36.8646
304,SYR109343,20,12,2022,Banin,35.7097,36.6401
305,SYR109344,20,12,2022,Bara,35.686,36.5424
306,SYR109345,20,12,2022,Majdaliya,35.8345,36.6775
307,SYR109373,20,12,2022,Nayrabiyeh,36.3739,37.3773
308,SYR109376,20,12,2022,Solan,36.7373,38.6077
309,SYR109377,20,12,2022,Jarqili Kabir,36.8576,38.0907
310,SYR109378,20,12,2022,Jayshan,36.8069,38.5552
311,SYR109379,20,12,2022,Seftek,36.9091,38.2213
312,SYR109380,20,12,2022,Upper Shyookh,36.7858,38.0473
313,SYR109381,20,12,2022,Zur Maghar,36.8346,38.0347
314,SYR109399,20,12,2022,Sur,35.5066,40.6618
315,SYR109436,20,12,2022,Ithariyah,35.3652,37.7886
316,SYR109439,20,12,2022,Kharab Shahem,32.669,36.0267
317,SYR109443,20,12,2022,Hole Camp,36.3768,41.1333
318,SYR109466,20,12,2022,Nawa,32.8882,36.041
319,SYR109468,20,12,2022,Mare',36.4827,37.1965
320,SYR109607,20,12,2022,Shadadah,36.0534,40.7268
321,TUR28313,20,12,2022,Sapanca,40.6914,30.2674
322,TUR28350,20,12,2022,Catalca,41.1432,28.4615
323,TUR28364,20,12,2022,Judi Mountain,37.3694,42.3442
324,SYR110184,20,12,2022,Abla,36.4331,37.3551
325,SYR110266,20,12,2022,T2 Pumping Station,34.3764,40.1522
326,SYR109284,20,12,2022,Al Bab,36.3697,37.5149
327,SYR109285,20,12,2022,Sayyeda Zeinab,33.4466,36.3406
328,SYR109286,20,12,2022,Damascus - International Airport,33.417,36.509
329,SYR109070,19,12,2022,Qebtan al Jabal,36.2637,36.9487
330,SYR109100,19,12,2022,Sidnaya Military Prison,33.6653,36.329
331,SYR109105,19,12,2022,Atmah,36.3095,36.6884
332,SYR109149,19,12,2022,Tadaf,36.3479,37.5294
333,SYR109151,19,12,2022,Taqad,36.1987,36.8698
334,SYR109152,19,12,2022,Busraton,36.2028,36.9104
335,SYR109184,19,12,2022,Al-Bukamal,34.4546,40.9116
336,SYR109267,19,12,2022,Al Salameh,36.6189,37.075
337,SYR109331,19,12,2022,Bara,35.686,36.5424
338,SYR109332,19,12,2022,Kafr Amma,36.1409,36.8735
339,SYR109333,19,12,2022,Kafr Taal,36.1542,36.8935
340,SYR109334,19,12,2022,Kansafra,35.6599,36.4849
341,SYR109335,19,12,2022,Maaret Al Naasan,36.0351,36.8376
342,SYR109336,19,12,2022,San,35.8414,36.7353
343,SYR109337,19,12,2022,Shaykh Sulayman,36.2761,36.9096
344,SYR109338,19,12,2022,Atareb,36.1379,36.8284
345,SYR109361,19,12,2022,Jarqili Kabir,36.8576,38.0907
346,SYR109362,19,12,2022,Tall Tawil,36.663,40.2836
347,SYR109363,19,12,2022,Tawileh,36.6509,40.2713
348,SYR109435,19,12,2022,Dweir,34.7672,40.658
349,SYR109463,19,12,2022,Big Sandaliyeh,36.4618,38.2385
350,TUR28343,19,12,2022,Judi Mountain,37.3694,42.3442
351,SYR109091,19,12,2022,Damascus,33.5172,36.2767
352,SYR109060,18,12,2022,Kafr Amma,36.1409,36.8735
353,SYR109069,18,12,2022,Qebtan al Jabal,36.2637,36.9487
354,SYR109121,18,12,2022,Bahfis,36.1838,36.9063
355,SYR109160,18,12,2022,Maaret Al Naasan,36.0351,36.8376
356,SYR109161,18,12,2022,Arbikh,36.0043,36.8488
357,SYR109266,18,12,2022,Azaz,36.5849,37.0432
358,SYR109271,18,12,2022,Al Salameh,36.6189,37.075
359,SYR109312,18,12,2022,Kafruma,35.6353,36.6331
360,SYR109321,18,12,2022,Afes,35.9064,36.8045
361,SYR109322,18,12,2022,Bahfis,36.1838,36.9063
362,SYR109323,18,12,2022,Bara,35.686,36.5424
363,SYR109324,18,12,2022,Ftireh,35.6097,36.4853
364,SYR109325,18,12,2022,Kafr Oweid,35.6282,36.4575
365,SYR109326,18,12,2022,Kafr Taal,36.1542,36.8935
366,SYR109327,18,12,2022,Maaret Al Naasan,36.0351,36.8376
367,SYR109328,18,12,2022,Mejazir,35.8994,36.7694
368,SYR109329,18,12,2022,Kafr Noran,36.078,36.8322
369,SYR109330,18,12,2022,Tadil,36.1647,36.888
370,SYR109410,18,12,2022,Ali,35.5413,39.9449
371,SYR109434,18,12,2022,Tabni,35.605,39.8191
372,SYR109450,18,12,2022,Dar'a,32.6241,36.1049
373,SYR109473,18,12,2022,Nawa,32.8882,36.041
374,SYR109474,18,12,2022,Dar'a - Bahar,32.6026,36.1027
375,TUR28289,18,12,2022,Menemen,38.6075,27.0694
376,SYR109078,18,12,2022,Dweir,34.7672,40.658
377,SYR110133,18,12,2022,Al Qusayr,34.5078,36.5803
378,SYR110199,18,12,2022,Zughyer,35.5038,40.0159
379,SYR109066,18,12,2022,Ali,35.5413,39.9449
380,SYR109068,17,12,2022,Qebtan al Jabal,36.2637,36.9487
381,SYR109080,17,12,2022,Dweir,34.7672,40.658
382,SYR109120,17,12,2022,Kafr Amma,36.1409,36.8735
383,SYR109309,17,12,2022,Regiment 46 - Military Base,36.1239,36.888
384,SYR109310,17,12,2022,Sheikh Aqeel,36.3692,37.5063
385,SYR109314,17,12,2022,Kabani,35.7187,36.2331
386,SYR109317,17,12,2022,Makbas,36.2461,36.8857
387,SYR109318,17,12,2022,Taqad,36.1987,36.8698
388,SYR109319,17,12,2022,Kansafra,35.6599,36.4849
389,SYR109320,17,12,2022,Majdaliya,35.8345,36.6775
390,SYR109357,17,12,2022,Kozliyeh,36.6249,40.2253
391,SYR109358,17,12,2022,Tal Tamer,36.6534,40.3718
392,SYR109359,17,12,2022,Tal Al-Laban,36.614,40.2018
393,SYR109360,17,12,2022,Tell Abiad,36.6978,38.9548
394,SYR109374,17,12,2022,Harbal,36.4306,37.1669
395,SYR109375,17,12,2022,Maratet Um Hosh,36.4109,37.2118
396,SYR109465,17,12,2022,Dar'a - Bahar,32.6026,36.1027
397,SYR109469,17,12,2022,Ruwayshid,35.6096,40.4134
398,SYR109470,17,12,2022,Jazaret Elbuhmeid,35.7875,39.7266
399,TUR28265,17,12,2022,Judi Mountain,37.3694,42.3442
400,SYR109287,17,12,2022,Raqes Fawqani,36.6061,38.6528
401,SYR109130,16,12,2022,Tall Sakrah,36.5744,40.5316
402,SYR109140,16,12,2022,Deir-ez-Zor,35.3319,40.1461
403,SYR109170,16,12,2022,Ashara,34.9174,40.5609
404,SYR109415,16,12,2022,Sheikh Saed,32.8375,36.0359
405,SYR109484,16,12,2022,Nawa,32.8882,36.041
406,SYR109510,16,12,2022,Mseifra,32.6321,36.3393
407,SYR109518,16,12,2022,Al-Hessan,35.4025,40.1192
408,SYR109575,16,12,2022,Solan,36.7373,38.6077
409,SYR109577,16,12,2022,Sheikh Isa,36.4793,37.1467
410,SYR109578,16,12,2022,Tall Refaat,36.4726,37.0941
411,SYR109590,16,12,2022,Al Mu'allaq,36.4055,38.8461
412,SYR109591,16,12,2022,Jadida,36.4029,38.8318
413,SYR109592,16,12,2022,Saida,36.4024,38.8643
414,SYR109593,16,12,2022,Ein Issa,36.3837,38.8628
415,SYR109594,16,12,2022,Kozliyeh,36.6249,40.2253
416,SYR109595,16,12,2022,Tal Al-Laban,36.614,40.2018
417,SYR109596,16,12,2022,Tawileh,36.6509,40.2713
418,SYR109603,16,12,2022,Regiment 46 - Military Base,36.1239,36.888
419,TUR28211,16,12,2022,Cinar,37.7223,40.407
420,SYR109453,16,12,2022,Al-Bukamal,34.4546,40.9116
421,SYR109084,15,12,2022,Ithariyah,35.3652,37.7886
422,SYR109086,15,12,2022,Jazaret Milaj,35.778,39.7658
423,SYR109107,15,12,2022,Boban,36.8955,38.1965
424,SYR109174,15,12,2022,Quriyeh,34.9566,40.5366
425,SYR109175,15,12,2022,Badi,36.6525,38.9241
426,SYR109270,15,12,2022,Azaz,36.5849,37.0432
427,SYR109277,15,12,2022,Afrin,36.5111,36.8655
428,SYR109479,15,12,2022,Kafr Shams,33.1166,36.1073
429,SYR109483,15,12,2022,Msheirfeh,36.1721,36.3785
430,SYR109509,15,12,2022,Mseifra,32.6321,36.3393
431,SYR109521,15,12,2022,Fafertin,36.3206,36.9061
