,event_id_cnty,day,month,year,location,latitude,longitude
1729,SYR110772,17,2,2023,Al Sabkhah,35.2012,40.4263
1730,SYR110778,17,2,2023,As-Sanamayn,33.0711,36.1833
1731,SYR110783,17,2,2023,Wadi Dabiyat,35.0197,39.1866
1732,SYR110765,16,2,2023,Hejneh,35.2821,40.5376
1733,SYR110766,16,2,2023,Idleb,35.929,36.6353
1734,SYR110768,16,2,2023,Saraqab,35.8611,36.8061
1735,SYR110786,16,2,2023,Alyeh,32.993,36.0315
1736,SYR110791,16,2,2023,Boban,36.8955,38.1965
1737,SYR110800,16,2,2023,Hajin,34.6869,40.8392
1738,SYR110816,16,2,2023,Homs - Karm al-Louz,34.7138,36.7245
1739,SYR110821,16,2,2023,Ein Issa,36.3837,38.8628
1740,SYR110831,16,2,2023,Kafr Noran,36.078,36.8322
1741,SYR110832,16,2,2023,Kafr Taal,36.1542,36.8935
1742,SYR110833,16,2,2023,Majdaliya,35.8345,36.6775
1743,SYR110792,16,2,2023,Al-Hasakeh,36.5054,40.7429
1744,SYR110880,16,2,2023,Tafas,32.7362,36.0673
1745,SYR110763,16,2,2023,Al Shanan,34.9708,40.5641
1746,SYR110839,16,2,2023,Tall Refaat,36.4726,37.0941
1747,SYR110773,15,2,2023,Ras al-Ain,36.8494,40.0747
1748,SYR110774,15,2,2023,Ithariyah,35.3652,37.7886
1749,SYR110793,15,2,2023,Tayyana,34.9842,40.5444
1750,SYR110807,15,2,2023,Eastern Jurdi,34.872,40.639
1751,SYR110808,15,2,2023,Mahjeh,32.9583,36.2222
1752,SYR110830,15,2,2023,Kafr Noran,36.078,36.8322
1753,TUR28913,14,2,2023,Hatay,36.2066,36.1572
1754,SYR110794,14,2,2023,Kharab Shahem,32.669,36.0267
1755,SYR110817,14,2,2023,Nawa,32.8882,36.041
1756,SYR110820,14,2,2023,Zamlah,35.4791,38.8871
1757,SYR110827,14,2,2023,Kafr Amma,36.1409,36.8735
1758,SYR110828,14,2,2023,Maaret Al Naasan,36.0351,36.8376
1759,SYR110829,14,2,2023,Kafr Noran,36.078,36.8322
1760,SYR110799,14,2,2023,Yadudeh,32.6689,36.06
1761,SYR110866,14,2,2023,Dargir - Deir al Kabir,36.5446,36.7652
1762,SYR111000,14,2,2023,Kasra,35.567,39.9202
1763,SYR111001,14,2,2023,Thiban,35.0114,40.5047
1764,SYR110781,14,2,2023,Oqeirbat,35.0428,37.4651
1765,SYR113336,14,2,2023,Al-Kashma,34.8156,40.6031
1766,TUR28909,13,2,2023,Coast of Sile,41.253,29.7133
1767,TUR28910,13,2,2023,Elbistan,38.2059,37.1983
1768,SYR110788,13,2,2023,Ar-Ra'ee,36.6125,37.4464
1769,SYR110823,13,2,2023,Maaret Al Naasan,36.0351,36.8376
1770,SYR110795,13,2,2023,Quamishli,37.0447,41.2262
1771,SYR110796,13,2,2023,Nawa,32.8882,36.041
1772,SYR110798,13,2,2023,Jasim,32.9912,36.0602
1773,SYR110815,13,2,2023,Mreiyeh,35.2715,40.2225
1774,SYR110906,13,2,2023,As-Sanamayn,33.0711,36.1833
1775,TUR28901,12,2,2023,Adiyaman,37.7644,38.2763
1776,SYR110777,12,2,2023,Jasim,32.9912,36.0602
1777,SYR110814,12,2,2023,Masrab,35.5044,39.9405
1778,SYR110818,12,2,2023,Deir-ez-Zor,35.3319,40.1461
1779,SYR110819,12,2,2023,Al-Rasafah,35.6288,38.7581
1780,SYR110824,12,2,2023,Al Habata,36.2168,36.8871
1781,SYR110825,12,2,2023,Kafr Noran,36.078,36.8322
1782,SYR110826,12,2,2023,Kansafra,35.6599,36.4849
1783,SYR111222,12,2,2023,Ras al-Ain,36.8494,40.0747
1784,SYR110764,12,2,2023,Ain al Arab,36.8891,38.3521
1785,TUR28893,11,2,2023,Altinozu,36.1155,36.2483
1786,TUR28894,11,2,2023,Antakya,36.3015,36.1387
1787,TUR28899,11,2,2023,Osmaniye,37.0742,36.2478
1788,SYR110776,11,2,2023,Al-Bukamal,34.4546,40.9116
1789,SYR110785,11,2,2023,Talil Elsham,36.6513,37.1044
1790,SYR110790,11,2,2023,Ras al-Ain,36.8494,40.0747
1791,SYR110797,11,2,2023,Al Bab,36.3697,37.5149
1792,SYR110811,11,2,2023,Shafa,34.5734,40.9398
1793,SYR110812,11,2,2023,Mreiyeh,35.2715,40.2225
1794,SYR110813,11,2,2023,Tah,35.5407,36.7264
1795,SYR110840,11,2,2023,Ein Issa,36.3837,38.8628
1796,SYR110999,11,2,2023,Deir-ez-Zor,35.3319,40.1461
1797,SYR110787,11,2,2023,Deir Sawan,36.7146,36.9962
1798,SYR110782,11,2,2023,Tadmor,34.5656,38.2877
1799,SYR110725,10,2,2023,Ash Shula,35.1772,39.8457
1800,SYR110728,10,2,2023,Alyeh,32.993,36.0315
1801,SYR110738,10,2,2023,Homs - Abbasiyeh Muhajreen,34.7384,36.7485
1802,SYR110739,10,2,2023,Talbiseh,34.8427,36.7267
1803,SYR110735,10,2,2023,Qabasin,36.4337,37.5663
1804,SYR110767,10,2,2023,Saalu,35.1543,40.3826
1805,SYR110905,10,2,2023,Quriyeh,34.9566,40.5366
1806,SYR110998,10,2,2023,Dar'a - Al-Sad,32.6111,36.118
1807,SYR110729,10,2,2023,Abul Nitel,35.4627,40.6659
1808,SYR110722,9,2,2023,Kabani,35.7187,36.2331
1809,SYR110759,9,2,2023,Dweir Elakrad,35.7225,36.2602
1810,SYR110761,9,2,2023,Dadat,36.6335,37.9358
1811,SYR110760,8,2,2023,Menbij,36.5258,37.951
1812,SYR111224,8,2,2023,Sidnaya,33.6921,36.3512
1813,SYR110734,8,2,2023,Al-Hessan,35.4025,40.1192
1814,TUR28851,7,2,2023,Oncupinar,36.6459,37.0822
1815,SYR111963,7,2,2023,Shadadah,36.0534,40.7268
1816,SYR113211,6,2,2023,Halihla,34.7596,38.7202
1817,SYR113332,6,2,2023,Sokhneh,34.8832,38.87
1818,SYR110710,5,2,2023,Maarrata,36.4995,36.7997
1819,SYR110711,5,2,2023,Deir Ballut,36.3397,36.6649
1820,SYR110712,5,2,2023,Jandairis,36.3925,36.6896
1821,SYR110715,5,2,2023,Artawaziya,36.634,39.3098
1822,SYR110716,5,2,2023,Shadadah,36.0534,40.7268
1823,SYR110718,5,2,2023,Menbij,36.5258,37.951
1824,SYR110719,5,2,2023,Idleb,35.929,36.6353
1825,SYR110724,5,2,2023,Tadmor,34.5656,38.2877
1826,SYR110726,5,2,2023,Regiment 46 - Military Base,36.1239,36.888
1827,SYR110732,5,2,2023,Namar,33.0229,36.0266
1828,SYR110733,5,2,2023,Al Sabkhah,35.2012,40.4263
1829,SYR110737,5,2,2023,As-Sanamayn,33.0711,36.1833
1830,SYR110749,5,2,2023,Sokhneh,34.8832,38.87
1831,SYR110752,5,2,2023,Al-Rasafah,35.6288,38.7581
1832,SYR110754,5,2,2023,Dar'a,32.6241,36.1049
1833,TUR28839,4,2,2023,Baglar,37.9206,40.1986
1834,SYR110709,4,2,2023,Western Khaltan,36.4812,36.7079
1835,SYR110714,4,2,2023,Al Tabqa,35.8302,38.54
1836,SYR110717,4,2,2023,Afrin,36.5111,36.8655
1837,SYR110720,4,2,2023,Saraqab,35.8611,36.8061
1838,SYR110723,4,2,2023,Sokhneh,34.8832,38.87
1839,SYR110727,4,2,2023,Bait Jan,33.314,35.879
1840,SYR110730,4,2,2023,As-Sanamayn,33.0711,36.1833
1841,SYR110731,4,2,2023,Damascus - Qanawat,33.5066,36.2921
1842,SYR110736,4,2,2023,Shamiya,35.6384,35.8072
1843,SYR110746,4,2,2023,Mzeireb,32.7068,36.0267
1844,SYR110748,4,2,2023,Al-Hail - Oil Field,34.7081,38.7892
1845,SYR110750,4,2,2023,Kaba Jeb,35.079,39.6804
1846,SYR110751,4,2,2023,Sokhneh,34.8832,38.87
1847,SYR110755,4,2,2023,Kabani,35.7187,36.2331
1848,SYR110756,4,2,2023,Al-Sirmaniyah,35.7225,36.2781
1849,SYR110757,4,2,2023,Dweir Elakrad,35.7225,36.2602
1850,SYR110758,4,2,2023,Qarqur,35.7432,36.3211
1851,SYR110997,4,2,2023,Jdidet Khabur,35.8501,39.4383
1852,SYR111232,4,2,2023,Aleppo - Sheikh Maqsoud,36.2368,37.1517
1853,SYR110721,4,2,2023,Jabal al-Akrad,35.7558,36.1772
1854,SYR110557,3,2,2023,Ar-Raqqa - Al-Mashlab,35.9442,39.0458
1855,SYR110558,3,2,2023,Ein Issa,36.3837,38.8628
1856,SYR110569,3,2,2023,Ma'arrat Mukhus,35.6316,36.5231
1857,SYR110575,3,2,2023,Hujayra,33.4413,36.3255
1858,SYR110591,3,2,2023,Deir-ez-Zor,35.3319,40.1461
1859,SYR110592,3,2,2023,Mazraet Beit Jin,33.3087,35.9213
1860,SYR110620,3,2,2023,Deir-ez-Zor,35.3319,40.1461
1861,SYR110627,3,2,2023,As-Sanamayn,33.0711,36.1833
1862,SYR110663,3,2,2023,Aleppo - Al-Ashrafiyya,36.2289,37.1472
1863,SYR110671,3,2,2023,Barakeh,35.6744,36.2711
1864,SYR110686,3,2,2023,Bara,35.686,36.5424
1865,SYR110687,3,2,2023,Maaret Al Naasan,36.0351,36.8376
1866,TUR28827,3,2,2023,Batman,37.8874,41.1322
1867,TUR28840,3,2,2023,Baglar,37.9206,40.1986
1868,SYR110570,3,2,2023,Al Sabkhah,35.2012,40.4263
1869,SYR110860,3,2,2023,Homs,34.73,36.7197
1870,SYR110654,3,2,2023,Kaba Jeb,35.079,39.6804
1871,SYR111216,3,2,2023,Joseph,35.7185,36.4776
1872,SYR110609,3,2,2023,Shadadah,36.0534,40.7268
1873,SYR110542,2,2,2023,Maadan,35.7552,39.6075
1874,SYR110549,2,2,2023,Eastern Salhabiya,35.9618,38.824
1875,SYR110551,2,2,2023,Hamra Buwaytiyah,35.9377,39.1248
1876,SYR110552,2,2,2023,Darbasiyah,37.07,40.654
1877,SYR110573,2,2,2023,Damascus,33.5172,36.2767
1878,SYR110590,2,2,2023,Al Mayadin,35.0248,40.428
1879,SYR110594,2,2,2023,Azaz,36.5849,37.0432
1880,SYR110623,2,2,2023,Deir-ez-Zor,35.3319,40.1461
1881,SYR110660,2,2,2023,Bab Al Salameh,36.632,37.0843
1882,SYR110667,2,2,2023,Dar'a - Al Dahieh,32.6411,36.0777
1883,SYR110668,2,2,2023,Tal Samn,36.2287,38.9726
1884,SYR110675,2,2,2023,Bara,35.686,36.5424
1885,SYR110702,2,2,2023,Tall Refaat,36.4726,37.0941
1886,SYR110625,2,2,2023,Menbij,36.5258,37.951
1887,TUR28793,1,2,2023,Ipekyolu,38.5535,43.6212
1888,TUR28804,1,2,2023,Manisa T Type Prison,38.7366,27.4135
1889,TUR28812,1,2,2023,Ipekyolu,38.5535,43.6212
1890,SYR110548,1,2,2023,Ein Issa,36.3837,38.8628
1891,SYR110577,1,2,2023,Kafr Nobol,35.6147,36.5603
1892,SYR110584,1,2,2023,Al Mayadin,35.0248,40.428
1893,SYR110585,1,2,2023,Al-Bukamal,34.4546,40.9116
1894,SYR110588,1,2,2023,Tadaf,36.3479,37.5294
1895,SYR110602,1,2,2023,Yadudeh,32.6689,36.06
1896,SYR110642,1,2,2023,Jasim,32.9912,36.0602
1897,SYR110672,1,2,2023,Kafruma,35.6353,36.6331
1898,SYR110674,1,2,2023,Dabiq,36.5369,37.2685
1899,SYR110694,1,2,2023,Ein Issa,36.3837,38.8628
1900,SYR110695,1,2,2023,Saida,36.4024,38.8643
1901,SYR110626,1,2,2023,Al Bab,36.3697,37.5149
1902,SYR110862,1,2,2023,Al-Hasakeh,36.5054,40.7429
1903,SYR110877,1,2,2023,Jandairis,36.3925,36.6896
1904,SYR110996,1,2,2023,Ein Issa,36.3837,38.8628
1905,SYR111233,1,2,2023,Atshanah,35.834,37.6086
1906,TUR28803,31,1,2023,Ilkadim,41.2813,36.3057
1907,SYR110539,31,1,2023,Ba'ay,36.3588,36.8663
1908,SYR110545,31,1,2023,Deir Ballut,36.3397,36.6649
1909,SYR110550,31,1,2023,Roj Camp,37.0641,42.0929
1910,SYR110571,31,1,2023,Shamarin,36.6615,37.1291
1911,SYR110572,31,1,2023,Hole Camp,36.3768,41.1333
1912,SYR110574,31,1,2023,Hawayej Bumasaa,35.462,40.0795
1913,SYR110596,31,1,2023,Ar-Raqqa,35.9428,39.0519
1914,SYR110617,31,1,2023,Sidnaya,33.6921,36.3512
1915,SYR110630,31,1,2023,Nawa,32.8882,36.041
1916,SYR110692,31,1,2023,Ankawi,35.5967,36.3877
1917,SYR110693,31,1,2023,Kherbet Elnaqus,35.6469,36.3258
1918,SYR110606,31,1,2023,Um Elmayathen,32.5837,36.1965
1919,SYR110657,31,1,2023,Balyun,35.6957,36.5084
1920,SYR110661,31,1,2023,Deir-ez-Zor - Al-Joura-Al-Thawra,35.3475,40.1197
1921,SYR110543,30,1,2023,Jandairis,36.3925,36.6896
1922,SYR110544,30,1,2023,Deir Sawan,36.7146,36.9962
1923,SYR110559,30,1,2023,Shadadah,36.0534,40.7268
1924,SYR110560,30,1,2023,Tal Tamer,36.6534,40.3718
1925,SYR110562,30,1,2023,Al Bab,36.3697,37.5149
1926,SYR110565,30,1,2023,Menbij,36.5258,37.951
1927,SYR110582,30,1,2023,Tadaf,36.3479,37.5294
1928,SYR110587,30,1,2023,Regiment 46 - Military Base,36.1239,36.888
1929,SYR110600,30,1,2023,Dar'a,32.6241,36.1049
1930,SYR110621,30,1,2023,Sidnaya Military Prison,33.6653,36.329
1931,SYR110624,30,1,2023,Yadudeh,32.6689,36.06
1932,SYR110628,30,1,2023,Sayda,32.6286,36.2236
1933,SYR110629,30,1,2023,Azaz,36.5849,37.0432
1934,SYR110669,30,1,2023,Ein Issa,36.3837,38.8628
1935,SYR110670,30,1,2023,Mzeireb,32.7068,36.0267
1936,SYR110688,30,1,2023,Al-Sirmaniyah,35.7225,36.2781
1937,SYR110689,30,1,2023,Fleifel,35.5888,36.4562
1938,SYR110690,30,1,2023,Ftireh,35.6097,36.4853
1939,SYR110691,30,1,2023,Sfuhen,35.6073,36.4645
1940,SYR110655,30,1,2023,Jeb Ej-Jarrah,34.8346,37.3238
1941,SYR110666,30,1,2023,Kherbet Ghazala,32.7345,36.2033
1942,SYR110598,30,1,2023,Darnaj,34.9184,40.5816
1943,SYR110664,30,1,2023,Zamrin,33.062,36.0764
1944,SYR110567,30,1,2023,Sweiyeh,34.4339,40.9336
1945,TUR28775,29,1,2023,Yenisehir,37.9215,40.241
1946,SYR110538,29,1,2023,Mare',36.4827,37.1965
1947,SYR110547,29,1,2023,Menbij,36.5258,37.951
1948,SYR110556,29,1,2023,Karama,35.8699,39.2813
1949,SYR110576,29,1,2023,Talfita,33.7009,36.3202
1950,SYR110586,29,1,2023,Kodneh,33.0083,35.889
1951,SYR110589,29,1,2023,Mare',36.4827,37.1965
1952,SYR110597,29,1,2023,Basira,35.158,40.4277
1953,SYR110599,29,1,2023,Hole Camp,36.3768,41.1333
1954,SYR110601,29,1,2023,Mreiyeh,35.2715,40.2225
1955,SYR110603,29,1,2023,Yadudeh,32.6689,36.06
1956,SYR110604,29,1,2023,Tafas,32.7362,36.0673
1957,SYR110610,29,1,2023,Bir Tafreeah,36.3539,37.6765
1958,SYR110656,29,1,2023,Zamrin,33.062,36.0764
1959,SYR110659,29,1,2023,Lajj,35.6993,36.4247
1960,SYR110665,29,1,2023,Al-Rasafah,35.6288,38.7581
1961,SYR110685,29,1,2023,Fleifel,35.5888,36.4562
1962,SYR110697,29,1,2023,Artawaziya,36.634,39.3098
1963,SYR110699,29,1,2023,Tall Refaat,36.4726,37.0941
1964,SYR110700,29,1,2023,Harbal,36.4306,37.1669
1965,SYR110701,29,1,2023,Sheikh Isa,36.4793,37.1467
1966,SYR110578,29,1,2023,Homs,34.73,36.7197
1967,SYR110658,29,1,2023,Bashmra,36.3101,36.9787
1968,SYR111412,29,1,2023,Al-Qahera,35.6131,36.3625
1969,SYR110566,29,1,2023,Al-Heri,34.4092,40.9579
1970,SYR110541,28,1,2023,Al Bab,36.3697,37.5149
1971,SYR110553,28,1,2023,Ar-Raqqa - Nazalat Shada-Furat,35.9402,39.0022
1972,SYR110554,28,1,2023,Mansura,35.8392,38.7429
1973,SYR110555,28,1,2023,Al-Hasakeh,36.5054,40.7429
1974,SYR110563,28,1,2023,Deir-ez-Zor,35.3319,40.1461
1975,SYR110564,28,1,2023,Sarin,36.5859,38.3009
1976,SYR110568,28,1,2023,Ma'arrat Mukhus,35.6316,36.5231
1977,SYR110579,28,1,2023,Al Mayadin,35.0248,40.428
1978,SYR110580,28,1,2023,Hazimeh,36.1315,38.9659
1979,SYR110583,28,1,2023,Mare',36.4827,37.1965
1980,SYR110595,28,1,2023,Jaramana,33.4877,36.3483
1981,SYR110605,28,1,2023,Nawa,32.8882,36.041
1982,SYR110607,28,1,2023,Shadadah,36.0534,40.7268
1983,SYR110618,28,1,2023,Sidnaya Military Prison,33.6653,36.329
1984,SYR110619,28,1,2023,Sidnaya Military Prison,33.6653,36.329
1985,SYR110622,28,1,2023,Ras al-Ain,36.8494,40.0747
1986,SYR110653,28,1,2023,Al-Rasafah,35.6288,38.7581
1987,SYR110662,28,1,2023,Al Mayadin,35.0248,40.428
1988,SYR110673,28,1,2023,Daret Azza,36.285,36.8511
1989,SYR110676,28,1,2023,Al Habata,36.2168,36.8871
1990,SYR110677,28,1,2023,Maaret Al Naasan,36.0351,36.8376
1991,SYR110678,28,1,2023,Kafr Amma,36.1409,36.8735
1992,SYR110679,28,1,2023,Kafr Noran,36.078,36.8322
1993,SYR110680,28,1,2023,Kafr Taal,36.1542,36.8935
1994,SYR110681,28,1,2023,Kafr Noran,36.078,36.8322
1995,SYR110682,28,1,2023,Al Tufahiya,35.7806,35.992
1996,SYR110683,28,1,2023,Qal'at Shalaf,35.7312,36.1744
1997,SYR110684,28,1,2023,Atareb,36.1379,36.8284
1998,SYR110696,28,1,2023,Artawaziya,36.634,39.3098
1999,SYR110698,28,1,2023,Sheikh Isa,36.4793,37.1467
2000,SYR111411,28,1,2023,Ras al-Ain,36.8494,40.0747
2001,SYR110581,28,1,2023,Barsham,35.2562,40.5265
2002,SYR110608,28,1,2023,Thiban,35.0114,40.5047
2003,SYR110339,27,1,2023,Sur,35.5066,40.6618
2004,SYR110354,27,1,2023,Tadaf,36.3479,37.5294
2005,SYR110375,27,1,2023,Hole Camp,36.3768,41.1333
2006,SYR110389,27,1,2023,Dardara,36.8337,40.1726
2007,SYR110390,27,1,2023,Mansura,35.8392,38.7429
2008,SYR110407,27,1,2023,Ar-Raqqa - Al-Dar'eiyah,35.9607,38.9854
2009,SYR110422,27,1,2023,Um Elmayathen,32.5837,36.1965
2010,SYR110423,27,1,2023,Dar'a - Al-Abbasiah,32.6126,36.1055
2011,SYR110434,27,1,2023,Al Mayadin,35.0248,40.428
2012,SYR110437,27,1,2023,Al-Rasafah,35.6288,38.7581
2013,SYR110455,27,1,2023,Bara,35.686,36.5424
2014,SYR110458,27,1,2023,Jadida,36.4029,38.8318
2015,SYR110459,27,1,2023,Saida,36.4024,38.8643
2016,SYR110460,27,1,2023,Tiba,36.6286,39.4291
2017,SYR110461,27,1,2023,Artawaziya,36.634,39.3098
2018,SYR110463,27,1,2023,Ein Issa,36.3837,38.8628
2019,SYR110468,27,1,2023,Nahshabba,35.7304,36.197
2020,SYR110481,27,1,2023,Menbij,36.5258,37.951
2021,SYR110490,27,1,2023,Nawa,32.8882,36.041
2022,SYR110483,27,1,2023,Dar'a,32.6241,36.1049
2023,SYR110342,27,1,2023,Aqrabat,36.2699,36.7079
2024,SYR110343,26,1,2023,Dadikh,35.802,36.7336
2025,SYR110346,26,1,2023,Al Mayadin,35.0248,40.428
2026,SYR110357,26,1,2023,Nasib Border Crossing,32.5411,36.2017
2027,SYR110358,26,1,2023,Um Elmayathen,32.5837,36.1965
2028,SYR110373,26,1,2023,Quamishli,37.0447,41.2262
2029,SYR110385,26,1,2023,Shadadah,36.0534,40.7268
2030,SYR110386,26,1,2023,Mweileh,36.189,38.2366
2031,SYR110387,26,1,2023,Tall Othman,36.2471,38.2415
2032,SYR110388,26,1,2023,Jurneyyeh,36.1603,38.2339
2033,SYR110404,26,1,2023,Mansura,35.8392,38.7429
2034,SYR110405,26,1,2023,Karama,35.8699,39.2813
2035,SYR110406,26,1,2023,Sarin,36.5859,38.3009
2036,SYR110415,26,1,2023,Sayda,32.6286,36.2236
2037,SYR110433,26,1,2023,Sosa,34.5249,40.9677
2038,SYR110440,26,1,2023,Saraqab,35.8611,36.8061
2039,SYR110453,26,1,2023,Kansafra,35.6599,36.4849
2040,SYR110454,26,1,2023,Maaret Al Naasan,36.0351,36.8376
2041,SYR110473,26,1,2023,Al-Asbah farms,35.3219,40.2921
2042,SYR110359,26,1,2023,Dar'a - Al Kashef,32.63,36.113
2043,SYR110489,26,1,2023,Tafas,32.7362,36.0673
2044,SYR110398,26,1,2023,Qatret Elrihan,35.5616,36.2673
2045,SYR110353,25,1,2023,Tadaf,36.3479,37.5294
2046,SYR110368,25,1,2023,Tal Shayr,36.5926,41.2249
2047,SYR110372,25,1,2023,Shekhotka,36.6114,36.8154
2048,SYR110382,25,1,2023,Hazimeh,36.1315,38.9659
2049,SYR110383,25,1,2023,Ar-Raqqa,35.9428,39.0519
2050,SYR110384,25,1,2023,Al-Hasakeh,36.5054,40.7429
2051,SYR110391,25,1,2023,Mahmudli,36.0129,38.5451
2052,SYR110392,25,1,2023,Al Tabqa,35.8302,38.54
2053,SYR110401,25,1,2023,Hamrat Nasir,35.9156,39.1675
2054,SYR110402,25,1,2023,Jdaidat Baladiya,35.8573,39.3759
2055,SYR110403,25,1,2023,Karama,35.8699,39.2813
2056,SYR110419,25,1,2023,Damascus,33.5172,36.2767
2057,SYR110432,25,1,2023,Tuffahiyeh,36.8762,41.2056
2058,SYR110452,25,1,2023,Ruwaiha,35.7378,36.695
2059,SYR110465,25,1,2023,Khan al-Sabeel,35.7552,36.756
2060,SYR110467,25,1,2023,Qebtan al Jabal,36.2637,36.9487
2061,SYR110480,25,1,2023,Menbij,36.5258,37.951
2062,TUR28661,25,1,2023,Bismil,37.8451,40.6593
2063,TUR28767,25,1,2023,Ceylanpinar,36.8472,40.05
2064,SYR110416,25,1,2023,Al-Hasakeh - Al Nashweh Al Gharbiyeh,36.4883,40.7126
2065,SYR110348,25,1,2023,Al-Hawayij,35.0574,40.4924
2066,SYR110397,25,1,2023,Hadath,36.439,37.4753
2067,SYR110466,25,1,2023,Urum al-Sughra,36.1333,36.9
2068,SYR110337,24,1,2023,Al Tufahiya,35.7806,35.992
2069,SYR110347,24,1,2023,Tal Samn,36.2287,38.9726
2070,SYR110369,24,1,2023,Deir-ez-Zor,35.3319,40.1461
2071,SYR110370,24,1,2023,Jandairis,36.3925,36.6896
2072,SYR110378,24,1,2023,Ar-Raqqa,35.9428,39.0519
2073,SYR110379,24,1,2023,Basira,35.158,40.4277
2074,SYR110380,24,1,2023,Al-Hasakeh,36.5054,40.7429
2075,SYR110381,24,1,2023,Ein Issa,36.3837,38.8628
2076,SYR110418,24,1,2023,Nawa,32.8882,36.041
2077,SYR110431,24,1,2023,Menbij,36.5258,37.951
2078,SYR110438,24,1,2023,Al-Malikeyyeh,37.1745,42.1403
2079,SYR110450,24,1,2023,Ftireh,35.6097,36.4853
2080,SYR110451,24,1,2023,Maaret Al Naasan,36.0351,36.8376
2081,SYR110456,24,1,2023,Enab,36.5191,36.9543
2082,SYR110457,24,1,2023,Shaalah,36.3711,37.3977
2083,SYR110464,24,1,2023,Hazarin,35.5998,36.5267
2084,SYR110479,24,1,2023,Menbij,36.5258,37.951
2085,TUR28695,24,1,2023,Dereler,37.6073,42.7478
2086,SYR110482,24,1,2023,Tassil,32.8355,35.9718
2087,SYR110338,23,1,2023,Nayrab,35.8692,36.7183
2088,SYR110341,23,1,2023,Idleb,35.929,36.6353
2089,SYR110345,23,1,2023,Al Tabqa - Airbase,35.7591,38.5706
2090,SYR110352,23,1,2023,Mare',36.4827,37.1965
2091,SYR110355,23,1,2023,Tadaf,36.3479,37.5294
2092,SYR110374,23,1,2023,Ar-Raqqa,35.9428,39.0519
2093,SYR110376,23,1,2023,Markada,35.759,40.7677
2094,SYR110377,23,1,2023,Shadadah,36.0534,40.7268
2095,SYR110408,23,1,2023,Hole Camp,36.3768,41.1333
2096,SYR110417,23,1,2023,Meraba,33.5776,36.2978
2097,SYR110428,23,1,2023,Marashdeh,34.5043,40.9291
2098,SYR110435,23,1,2023,Rweheineh,33.0862,35.8726
2099,SYR110439,23,1,2023,Regiment 46 - Military Base,36.1239,36.888
2100,SYR110442,23,1,2023,Bara,35.686,36.5424
2101,SYR110443,23,1,2023,Kansafra,35.6599,36.4849
2102,SYR110444,23,1,2023,Tallat Abu Ali,35.7796,35.9613
2103,SYR110445,23,1,2023,Ankawi,35.5967,36.3877
2104,SYR110446,23,1,2023,Banin,35.7097,36.6401
2105,SYR110447,23,1,2023,Ftireh,35.6097,36.4853
2106,SYR110448,23,1,2023,Qastun,35.6857,36.3892
2107,SYR110449,23,1,2023,Qulaydin,35.6132,36.3855
2108,SYR110462,23,1,2023,Tall Refaat,36.4726,37.0941
2109,SYR110478,23,1,2023,Menbij,36.5258,37.951
2110,TUR28696,23,1,2023,Dereler,37.6073,42.7478
2111,SYR110362,23,1,2023,Aziziyeh,36.7907,39.9787
2112,SYR110429,23,1,2023,Yabroud,33.9683,36.6594
2113,SYR110430,23,1,2023,Deir-ez-Zor - Al-Joura-Al-Thawra,35.3475,40.1197
2114,SYR110399,23,1,2023,As-Suqaylabiyah,35.362,36.3938
2115,SYR110441,23,1,2023,Kafr Noran,36.078,36.8322
2116,SYR110340,22,1,2023,Harijiyah,35.4334,40.5907
2117,SYR110361,22,1,2023,Kafr Nobol,35.6147,36.5603
2118,SYR110394,22,1,2023,Ar-Raqqa,35.9428,39.0519
2119,SYR110395,22,1,2023,Hole Camp,36.3768,41.1333
2120,SYR110410,22,1,2023,Hole Camp,36.3768,41.1333
2121,SYR110486,22,1,2023,Basufan,36.3411,36.8736
2122,SYR110492,22,1,2023,Jasim,32.9912,36.0602
2123,SYR110498,22,1,2023,Ayyash,35.4206,40.0526
2124,SYR110499,22,1,2023,Mahjeh,32.9583,36.2222
2125,SYR110500,22,1,2023,Yabroud,33.9683,36.6594
2126,SYR110501,22,1,2023,Qara Hasan,37.0725,41.3383
2127,SYR110502,22,1,2023,Nahshabba,35.7304,36.197
2128,SYR110506,22,1,2023,Abu Zandin,36.3314,37.4613
2129,SYR110516,22,1,2023,Daret Azza,36.285,36.8511
2130,SYR110517,22,1,2023,Al-Qahera,35.6131,36.3625
2131,SYR110518,22,1,2023,Ankawi,35.5967,36.3877
2132,SYR110519,22,1,2023,Banin,35.7097,36.6401
2133,SYR110520,22,1,2023,Ftireh,35.6097,36.4853
2134,SYR110521,22,1,2023,Maaret Al Naasan,36.0351,36.8376
2135,SYR110522,22,1,2023,Makbas,36.2461,36.8857
2136,SYR110523,22,1,2023,Mansura,35.6485,36.3493
2137,SYR110524,22,1,2023,Qulaydin,35.6132,36.3855
2138,SYR110525,22,1,2023,Sfuhen,35.6073,36.4645
2139,SYR110526,22,1,2023,Taqad,36.1987,36.8698
2140,SYR110527,22,1,2023,Tall Tawil,36.663,40.2836
2141,SYR110528,22,1,2023,Tawileh,36.6509,40.2713
2142,SYR110529,22,1,2023,Al Mu'allaq,36.4055,38.8461
2143,SYR110533,22,1,2023,Al Duweir,35.9008,36.8444
2144,SYR110534,22,1,2023,Kafr Battikh,35.7819,36.7255
2145,TUR28692,22,1,2023,Dereler,37.6073,42.7478
2146,SYR110396,22,1,2023,Al Bab,36.3697,37.5149
